x y z
0.5 1.0 1112.8196145558761
0.5 1.0 1112.8196145558761
0.5 1.0 1112.8196145558761
1.1741683241717995 0.3258316758282005 1075.0767471208046
1.1741683241717995 0.3258316758282005 1075.0767471208046
1.1741683241717995 0.3258316758282005 1075.0767471208046
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1106192623369306 0.3258316758282005 1073.4586354725311
1.1095803462254947 0.3268705919396365 1073.4931264562892
1.1095803462254947 0.3268705919396365 1073.4931264562892
1.1095803462254947 0.3268705919396365 1073.4931264562892
1.1095803462254947 0.3268705919396365 1073.4931264562892
1.1095803462254947 0.3268705919396365 1073.4931264562892
1.2781309130753937 0.1583200250897375 1071.5796768972714
0.867574793978953 0.1583200250897375 1063.7980123004863
0.867574793978953 0.1583200250897375 1063.7980123004863
0.867574793978953 0.1583200250897375 1063.7980123004863
0.867574793978953 0.1583200250897375 1063.7980123004863
0.867574793978953 0.1583200250897375 1063.7980123004863
0.867574793978953 0.1583200250897375 1063.7980123004863
0.867574793978953 0.1583200250897375 1063.7980123004863
0.6769723202421408 0.1583200250897375 1063.7884613234687
0.6769723202421408 0.1583200250897375 1063.7884613234687
0.6769723202421408 0.1583200250897375 1063.7884613234687
0.6769723202421408 0.1583200250897375 1063.7884613234687
0.6769723202421408 0.1583200250897375 1063.7884613234687
0.6642848267782592 0.1583200250897375 1063.9182634860508
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.9812682368592168 0.1583200250897375 1065.1375026428075
0.6169666170076421 0.1583200250897375 1064.5830789967872
0.510617128971882 0.2646695131254976 1067.251420695973
0.510617128971882 0.2646695131254976 1067.251420695973
0.510617128971882 0.2646695131254976 1067.251420695973
0.510617128971882 0.2646695131254976 1067.251420695973
0.510617128971882 0.2646695131254976 1067.251420695973
0.510617128971882 0.2646695131254976 1067.251420695973
0.510617128971882 0.2646695131254976 1067.251420695973
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7882210991392989 0.2646695131254976 1065.1909963956005
0.7892702085564584 0.26362040370833817 1065.1597075713994
0.7892702085564584 0.26362040370833817 1065.1597075713994
0.7752170126468335 0.26362040370833817 1065.0788328989354
0.7752170126468335 0.26362040370833817 1065.0788328989354
0.7752170126468335 0.26362040370833817 1065.0788328989354
0.7752170126468335 0.26362040370833817 1065.0788328989354
0.7752170126468335 0.26362040370833817 1065.0788328989354
