x y z
0.5 1.0 1112.8196145558761
0.7080754278541135 0.8872498793277857 1107.1357950252268
1.053992922549601 0.5305471822910501 1086.166222623853
1.053992922549601 0.5305471822910501 1086.166222623853
1.044453348766369 0.535149199817665 1086.2741046233264
1.2063024772295696 0.2518977929388322 1072.1095963627981
1.2063024772295696 0.2518977929388322 1072.1095963627981
1.0822217141154598 0.260673343109178 1069.4725811516225
0.9429168159237938 0.12543078962941168 1065.2015651816132
0.6312512159407755 0.27467345187077014 1065.5821022438997
0.8096616634440494 0.10191812691090743 1065.5092111369902
0.582502644478599 0.26977618938509723 1065.9717826749968
0.6469768418885617 0.19772605857670705 1063.9156543642428
0.718475897894536 0.21658134431520282 1063.7026042199543
0.733398744114714 0.17130317296698663 1063.3240589681195
0.733398744114714 0.17130317296698663 1063.3240589681195
0.6421798520146049 0.181458014010257 1063.9510166970665
