x y z
1.5 1.0625 1176.0058956868843
1.5 1.125 1181.920615407158
1.5 1.1875 1187.8558300945735
1.5 1.25 1193.8053549764986
1.5 1.3125 1199.7638604104836
1.5 1.375 1205.7267156648784
1.5 1.4375 1211.6898673864696
1.5 1.5 1217.6497438931976
1.5 1.5625 1223.6031789647636
1.5 1.625 1229.547350542313
1.5 1.6875 1235.4797309614587
1.5 1.75 1241.3980462026109
1.5 1.8125 1247.3002422608351
1.5 1.875 1253.1844571878312
1.5 1.9375 1259.0489976908598
1.5 2.0 1264.8923194211602

1.5625 0.0625 1113.6082360935884
1.5625 0.125 1108.5921373003673
1.5625 0.1875 1108.727784453054
1.5625 0.25 1110.9562056168973
1.5625 0.3125 1114.3182395064632
1.5625 0.375 1118.3862564962972
1.5625 0.4375 1122.931830954198
1.5625 0.5 1127.8183542413199
1.5625 0.5625 1132.9574940462617
1.5625 0.625 1138.2887532450818
1.5625 0.6875 1143.768823107466
1.5625 0.75 1149.3655884734058
1.5625 0.8125 1155.0545404991587
1.5625 0.875 1160.8165223945653
1.5625 0.9375 1166.636254598373
1.5625 1.0 1172.5013367573515
1.5625 1.0625 1178.4015526751639
1.5625 1.125 1184.3283741234202
1.5625 1.1875 1190.2745988950373
1.5625 1.25 1196.2340817264958
1.5625 1.3125 1202.201530869657
1.5625 1.375 1208.1723519707325
1.5625 1.4375 1214.1425266288854
1.5625 1.5 1220.10851677314
1.5625 1.5625 1226.0671885309648
1.5625 1.625 1232.0157510002462
1.5625 1.6875 1237.9517065493444
1.5625 1.75 1243.8728101296447
1.5625 1.8125 1249.7770357031875
1.5625 1.875 1255.6625483383275
1.5625 1.9375 1261.527680858545
1.5625 2.0 1267.3709141772708

1.625 0.0625 1115.692493301346
1.625 0.125 1110.7088405580337
1.625 0.1875 1110.8750921984356
1.625 0.25 1113.1323511974067
1.625 0.3125 1116.5215271006543
1.625 0.375 1120.61505734245
1.625 0.4375 1125.1845798581037
1.625 0.5 1130.0935463383373
1.625 0.5625 1135.2536817953376
1.625 0.625 1140.6045436347122
1.625 0.6875 1146.1028750555693
1.625 0.75 1151.7166104048792
1.625 0.8125 1157.4212880864575
1.625 0.875 1163.1977964480275
1.625 0.9375 1169.0308990942858
1.625 1.0 1174.9082369928265
1.625 1.0625 1180.8196335399196
1.625 1.125 1186.7565984794016
1.625 1.1875 1192.7119660556684
1.625 1.25 1198.679626027981
1.625 1.3125 1204.6543203274853
1.625 1.375 1210.6314870150507
1.625 1.4375 1216.607138912937
1.625 1.5 1222.5777680494768
1.625 1.5625 1228.5402695905154
1.625 1.625 1234.491880669746
1.625 1.6875 1240.43013074298
1.625 1.75 1246.3528009510717
1.625 1.8125 1252.2578905943922
1.625 1.875 1258.1435892720633
1.625 1.9375 1264.0082535713
1.625 2.0 1269.850387439993

1.6875 0.0625 1117.839635577991
1.6875 0.125 1112.884555567314
1.6875 0.1875 1113.077731531351
1.6875 0.25 1115.3603301002224
1.6875 0.3125 1118.7733212051355
1.6875 0.375 1122.889199633761
1.6875 0.4375 1127.4796578594683
1.6875 0.5 1132.408199493715
1.6875 0.5625 1137.58659903326
1.6875 0.625 1142.954461098115
1.6875 0.6875 1148.4685739838949
1.6875 0.75 1154.0969151560898
1.6875 0.8125 1159.8150642877024
1.6875 0.875 1165.603949264809
1.6875 0.9375 1171.4483716088305
1.6875 1.0 1177.3360086832647
1.6875 1.0625 1183.2567188525356
1.6875 1.125 1189.2020454869755
1.6875 1.1875 1195.1648551954409
1.6875 1.25 1201.1390689133755
1.6875 1.3125 1207.119458628176
1.6875 1.375 1213.101491400411
1.6875 1.4375 1219.0812080543064
1.6875 1.5 1225.0551276770389
1.6875 1.5625 1231.0201716009171
1.6875 1.625 1236.973602280874
1.6875 1.6875 1242.9129736925888
1.6875 1.75 1248.8360907362123
1.6875 1.8125 1254.740975748813
1.6875 1.875 1260.6258406789466
1.6875 1.9375 1266.4890638089291
1.6875 2.0 1272.3291701580727

1.75 0.0625 1120.0422076760588
1.75 0.125 1115.1122444105392
1.75 0.1875 1115.329055170987
1.75 0.25 1117.633860988474
1.75 0.3125 1121.067683561412
1.75 0.375 1125.2030669962096
1.75 0.4375 1129.811750805948
1.75 0.5 1134.7572835179822
1.75 0.5625 1139.9514825635076
1.75 0.625 1145.3339936462583
1.75 0.6875 1150.8616444151003
1.75 0.75 1156.502450068993
1.75 0.8125 1162.2320264966745
1.75 0.875 1168.0313363763614
1.75 0.9375 1173.8852146849874
1.75 1.0 1179.7813709853199
1.75 1.0625 1185.709694659198
1.75 1.125 1191.6617589814057
1.75 1.1875 1197.6304594161115
1.75 1.25 1203.6097447641534
1.75 1.3125 1209.5944139433282
1.75 1.375 1215.579960060635
1.75 1.4375 1221.5624491501544
1.75 1.5 1227.5384247163934
1.75 1.5625 1233.5048317574333
1.75 1.625 1239.458955680531
1.75 1.6875 1245.3983727357117
1.75 1.75 1251.3209094525096
1.75 1.8125 1257.224609183148
1.75 1.875 1263.1077043057553
1.75 1.9375 1268.968592973304
1.75 2.0 1274.8058195416993

1.8125 0.0625 1122.2935513438022
1.8125 0.125 1117.385610461455
1.8125 0.1875 1117.6231058826718
1.8125 0.25 1119.947305383518
1.8125 0.3125 1123.399275277314
1.8125 0.375 1127.5516023006944
1.8125 0.4375 1132.1760667456012
1.8125 0.5 1137.1362561892563
1.8125 0.5625 1142.3440254962334
1.8125 0.625 1147.7390562906778
1.8125 0.6875 1153.2782107243104
1.8125 0.75 1158.929537169382
1.8125 0.8125 1164.6686834396119
1.8125 0.875 1170.4766429649974
1.8125 0.9375 1176.3382803705142
1.8125 1.0 1182.2413338275692
1.8125 1.0625 1188.1757203468323
1.8125 1.125 1194.1330399073686
1.8125 1.1875 1200.1062138043656
1.8125 1.25 1206.0892158440101
1.8125 1.3125 1212.0768691680057
1.8125 1.375 1218.0646903669056
1.8125 1.4375 1224.048768256202
1.8125 1.5 1230.0256684552105
1.8125 1.5625 1235.9923574432796
1.8125 1.625 1241.9461415061785
1.8125 1.6875 1247.884617198317
1.8125 1.75 1253.80563080618
1.8125 1.8125 1259.7072449163418
1.8125 1.875 1265.5877106418086
1.8125 1.9375 1271.4454443925251
1.8125 2.0 1277.2790083235184

1.875 0.0625 1124.5876997910696
1.875 0.125 1119.6990018948861
1.875 0.1875 1119.954528170993
1.875 0.25 1122.2955867710052
1.875 0.3125 1125.7632826550937
1.875 0.375 1129.9302395928873
1.875 0.4375 1134.568273400962
1.875 0.5 1139.5410057698398
1.875 0.5625 1144.7603243554224
1.875 0.625 1150.1659423335948
1.875 0.6875 1155.7147522442542
1.875 0.75 1161.3748317545035
1.875 0.8125 1167.1218569445437
1.875 0.875 1172.936848542578
1.875 0.9375 1178.8046975591967
1.875 1.0 1184.7131676904119
1.875 1.0625 1190.6522006583677
1.875 1.125 1196.613420384871
1.875 1.1875 1202.5897713803686
1.875 1.25 1208.5752499771356
1.875 1.3125 1214.5647011893998
1.875 1.375 1220.5536628597881
1.875 1.4375 1226.5382444662057
1.875 1.5 1232.5150317293633
1.875 1.5625 1238.481010695648
1.875 1.625 1244.433506708308
1.875 1.6875 1250.3701348927743
1.875 1.75 1256.2887596415737
1.875 1.8125 1262.187461202354
1.875 1.875 1268.0645079228523
1.875 1.9375 1273.9183330387236
1.875 2.0 1279.7475151378253

1.9375 0.0625 1126.9192891588898
1.9375 0.125 1122.0473304907653
1.9375 0.1875 1122.3184937448418
1.9375 0.25 1124.6741221212715
1.9375 0.3125 1128.1553542218408
1.9375 0.375 1132.3348461420983
1.9375 0.4375 1136.9844447927767
1.9375 0.5 1141.967801804134
1.9375 0.5625 1147.196833688696
1.9375 0.625 1152.6112814616943
1.9375 0.6875 1158.1680645459328
1.9375 0.75 1163.835286591252
1.9375 0.8125 1169.588648812491
1.9375 0.875 1175.4091962726418
1.9375 0.9375 1181.2818435619445
1.9375 1.0 1187.1943772424058
1.9375 1.0625 1193.1367612269894
1.9375 1.125 1199.1006409888905
1.9375 1.1875 1205.078981983696
1.9375 1.25 1211.0658009134315
1.9375 1.3125 1217.0559626153452
1.9375 1.375 1223.0450242350073
1.9375 1.4375 1229.0291140579743
1.9375 1.5 1235.004836140364
1.9375 1.5625 1240.9691944131678
1.9375 1.625 1246.9195316733626
1.9375 1.6875 1252.8534800877826
1.9375 1.75 1258.7689206952762
1.9375 1.8125 1264.6639500107588
1.9375 1.875 1270.5368522850893
1.9375 1.9375 1276.3860763067496
1.9375 2.0 1282.2102158790074

2.0 0.0625 1129.2834838022475
2.0 0.125 1124.42600290739
2.0 0.1875 1124.710638249737
2.0 0.25 1127.0787636008956
2.0 0.3125 1130.5715469865363
2.0 0.375 1134.7616728513783
2.0 0.4375 1139.4210154477487
2.0 0.5 1144.4132528018292
2.0 0.5625 1149.6503269335676
2.0 0.625 1155.0720035299362
2.0 0.6875 1160.6352258986526
2.0 0.75 1166.3081208328456
2.0 0.8125 1172.066411990904
2.0 0.875 1177.8911662184314
2.0 0.9375 1183.76731926333
2.0 1.0 1189.6826782536973
2.0 1.0625 1195.6272271080034
2.0 1.125 1201.5926307731252
2.0 1.1875 1207.5718736732367
2.0 1.25 1213.5589909986418
2.0 1.3125 1219.5488656176371
2.0 1.375 1225.5370722710143
2.0 1.4375 1231.5197564236312
2.0 1.5 1237.4935389134712
2.0 1.5625 1243.4554400731336
2.0 1.625 1249.4028187369008
2.0 1.6875 1255.333322759418
2.0 1.75 1261.2448485316056
2.0 1.8125 1267.1355075974743
2.0 1.875 1273.0035989258463
2.0 1.9375 1278.847585723008
2.0 2.0 1284.666075920043

